Name,URL,Website,LinkedIn,Email,Phone,City/Region,BC Region,Category,AI Focus Areas,Year Founded,Size,Short Blurb,Key People,Latitude,Longitude,Logo,PercentComplete
"FreshGrade","https://www.notion.so/FreshGrade-23fc6f799a3381d3ba7bec6d97c25599",0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,60
"Echosec Systems","https://www.notion.so/Echosec-Systems-23fc6f799a3381aeb260ef444fc8da29",1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,60
"Lila Sciences","https://www.notion.so/Lila-Sciences-23fc6f799a3381bd9350c961f893f1a3",1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,60
"Fintel Connect","https://www.notion.so/Fintel-Connect-23fc6f799a3381f3a6b9d9a142798c61",1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,60
"Thales Canada","https://www.notion.so/Thales-Canada-23fc6f799a33812e8d33e1d12d22e597",1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,60
"Vision Critical (Alida)","https://www.notion.so/Vision-Critical-Alida-23fc6f799a3381de890bfb2743bf0ad7",0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,60
"RBC Borealis","https://www.notion.so/RBC-Borealis-23dc6f799a3381f6bf0fea2117753b46",0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,60
"Drive Hockey Analytics","https://www.notion.so/Drive-Hockey-Analytics-23dc6f799a338187a016d27418833bc7",0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,60
"Graphics, Artificial Intelligence, Design, and Games (GAIDG) Lab","https://www.notion.so/Graphics-Artificial-Intelligence-Design-and-Games-GAIDG-Lab-23dc6f799a33811183dacc25b52cfc56",1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,60
"Grammarly","https://www.notion.so/Grammarly-23dc6f799a3381fb866ad8a83fd5fed7",1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,60
"Advertising Intelligence (ADINT.AI)","https://www.notion.so/Advertising-Intelligence-ADINT-AI-23dc6f799a33810b9aeed193262b9e46",1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,60
"mCloud","https://www.notion.so/mCloud-23dc6f799a33819f94fac87091cb3fe0",1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,60
"TELUS Sovereign AI Factories","https://www.notion.so/TELUS-Sovereign-AI-Factories-23dc6f799a33812ebd98e5c2f4527238",1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,60
"Google for Startups Accelerator: AI for Nature","https://www.notion.so/Google-for-Startups-Accelerator-AI-for-Nature-236c6f799a33810386f2ff0a75c70895",0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,60
"RBC Borealis AI (Vancouver Lab)","https://www.notion.so/RBC-Borealis-AI-Vancouver-Lab-1f8c6f799a338179a60ddaa0d4738e2e",0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,60
"Pender Ventures","https://www.notion.so/Pender-Ventures-1f1c6f799a338191a508f58e9e0454f1",1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,60
"Foresight Canada","https://www.notion.so/Foresight-Canada-1f0c6f799a3381e593b5d988f84c21d8",1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,60
"Accelerate Okanagan","https://www.notion.so/Accelerate-Okanagan-1f0c6f799a3381208011c9d40512fa2c",1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,60
"AI Network of BC (AInBC)","https://www.notion.so/AI-Network-of-BC-AInBC-1f0c6f799a3381abadd3fa38a3bbcc71",1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,60
"Women in ML & Data Science (WiMLDS YVR)","https://www.notion.so/Women-in-ML-Data-Science-WiMLDS-YVR-1f0c6f799a3381b3b10cefbaf7d78668",1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,60
"LLM & AI Meetup (Vancouver)","https://www.notion.so/LLM-AI-Meetup-Vancouver-1f0c6f799a3381289488d439ceb836fd",1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,60
"1QB Information Technologies","https://www.notion.so/1QB-Information-Technologies-240c6f799a33815db0ebde5ce56f9860",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Canalyst","https://www.notion.so/Canalyst-240c6f799a338190802ce456a870875b",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"Lucent BioSciences","https://www.notion.so/Lucent-BioSciences-240c6f799a3381938664e813026c04bf",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Ayogo Health","https://www.notion.so/Ayogo-Health-240c6f799a33819d8407d62081146def",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Verge Agriculture","https://www.notion.so/Verge-Agriculture-240c6f799a33810294d5de10d96a8db4",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Eupraxia Pharmaceuticals","https://www.notion.so/Eupraxia-Pharmaceuticals-240c6f799a338195b80cd3ac7a6f2825",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Aurinia Pharmaceuticals","https://www.notion.so/Aurinia-Pharmaceuticals-240c6f799a33818aa526ca1621f97465",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"Chimp","https://www.notion.so/Chimp-240c6f799a3381fcbfebf9c49eb55e64",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"Response Biomedical","https://www.notion.so/Response-Biomedical-240c6f799a3381e49425e8ea3ffbdba1",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"Relic Entertainment","https://www.notion.so/Relic-Entertainment-240c6f799a338185b724cc5bfc9f81c9",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"Bron Studios","https://www.notion.so/Bron-Studios-240c6f799a338143b57bede5f466a398",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"Thunderbird Entertainment","https://www.notion.so/Thunderbird-Entertainment-240c6f799a3381ffbe3fc7d7c97fc191",1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,67
"1Password","https://www.notion.so/1Password-240c6f799a338169b3bbf0b289a1a81c",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Manzil","https://www.notion.so/Manzil-240c6f799a33812681caf2733076e237",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Tenstorrent","https://www.notion.so/Tenstorrent-240c6f799a338145a710c943a5fee40f",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"A&K Robotics","https://www.notion.so/A-K-Robotics-240c6f799a3381b59754d589e8a3ae18",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"ModeMagic","https://www.notion.so/ModeMagic-240c6f799a338144beb7ed68c238b2f6",1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,67
"Mogo","https://www.notion.so/Mogo-240c6f799a33818ca54fff1e2c9c5fe6",1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,67
"HealthTech Connex","https://www.notion.so/HealthTech-Connex-240c6f799a338158aad6fcb1e569c6fd",1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,67
"Tasktop","https://www.notion.so/Tasktop-240c6f799a3381acb9ebe0a1b540af8d",1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,67
"Thinkific","https://www.notion.so/Thinkific-240c6f799a338147beede0df8d0c74fc",1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,67
"Minerva Intelligence","https://www.notion.so/Minerva-Intelligence-240c6f799a33815b9c2bde11e9dc0aac",1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,67
"Riipen","https://www.notion.so/Riipen-23fc6f799a3381148831f6860381867d",1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,67
"Felix","https://www.notion.so/Felix-23fc6f799a3381089cd5c0553179881b",1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,67
"GreenMeter AI","https://www.notion.so/GreenMeter-AI-23fc6f799a33819c8e7bf51b33bdbd16",1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,67
"MarineAI Technologies","https://www.notion.so/MarineAI-Technologies-23fc6f799a338154ab55d07faddcc321",1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,67
"18 Wheels Logistics","https://www.notion.so/18-Wheels-Logistics-23fc6f799a3381ed8769d0d02a96a329",1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,67
"SandboxAQ (Good Chemistry Acquisition)","https://www.notion.so/SandboxAQ-Good-Chemistry-Acquisition-23fc6f799a3381a8991dfe1001776942",1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,67
"Hugo Inc","https://www.notion.so/Hugo-Inc-23fc6f799a3381df94fdcb462dd55bdf",1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,67
"Women in Machine Learning & Data Science (WiMLDS Vancouver)","https://www.notion.so/Women-in-Machine-Learning-Data-Science-WiMLDS-Vancouver-23dc6f799a338100a933dac23159a3b0",0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Epsilon Venture Group","https://www.notion.so/Epsilon-Venture-Group-23dc6f799a3381bfbb08e6e85b32bac1",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"Insight Global","https://www.notion.so/Insight-Global-23dc6f799a338155ae3ad66f1dc1962f",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"Telus Ventures","https://www.notion.so/Telus-Ventures-23dc6f799a338190a6ebf0c5683c5548",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"Leaders of Tomorrow Institute Inc.","https://www.notion.so/Leaders-of-Tomorrow-Institute-Inc-23dc6f799a3381e58eafc1fe8fbbad3d",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"sphereishere","https://www.notion.so/sphereishere-23dc6f799a3381ad8704e633907fedc0",1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,67
"BujiBui Inc.","https://www.notion.so/BujiBui-Inc-23dc6f799a3381299e9ee173ae212c56",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Scoop Robotix","https://www.notion.so/Scoop-Robotix-23dc6f799a33812a8281fc26880489c8",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Secur3D","https://www.notion.so/Secur3D-23dc6f799a33817595e4d47f67d82e1b",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"XARIIA","https://www.notion.so/XARIIA-23dc6f799a338119a2cee4c14ad40b5a",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Artemisdata","https://www.notion.so/Artemisdata-23dc6f799a3381eb8091e3ab8403d7f9",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Optimate AI","https://www.notion.so/Optimate-AI-23dc6f799a3381c0842fcde8858275b8",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Damon","https://www.notion.so/Damon-23dc6f799a33815581cfce961fc1296b",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"akche technologies inc","https://www.notion.so/akche-technologies-inc-23dc6f799a33819cb87ee98c56bd600e",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Artenal","https://www.notion.so/Artenal-23dc6f799a33816aba8ef02e22bb6389",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Neupeak","https://www.notion.so/Neupeak-23dc6f799a3381a7950eee1fc858a13c",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Implant Genius","https://www.notion.so/Implant-Genius-23dc6f799a338131a01dfe2435ae7c98",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"GenerationsE","https://www.notion.so/GenerationsE-23dc6f799a33819eb904c87232c576ba",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Inofuse","https://www.notion.so/Inofuse-23dc6f799a33818bb5d1c3cd6a9e14ce",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Flutter Care","https://www.notion.so/Flutter-Care-23dc6f799a3381f69472eeb83c737642",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Scrubs Co-Pilot","https://www.notion.so/Scrubs-Co-Pilot-23dc6f799a3381a38c3ac7bc6bec42af",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Avicena AI","https://www.notion.so/Avicena-AI-23dc6f799a3381bdb6bee304d21bf50d",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"ConcussionRx","https://www.notion.so/ConcussionRx-23dc6f799a338132b8a7f0e92c00ba6e",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Arca","https://www.notion.so/Arca-23dc6f799a33811f8d15ef67d8ebc591",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Animikii Indigenous Technology Inc","https://www.notion.so/Animikii-Indigenous-Technology-Inc-23dc6f799a33814d9f8bcccfc1b2f434",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"AIM Lab (Artificial Intelligence in Medicine Lab)","https://www.notion.so/AIM-Lab-Artificial-Intelligence-in-Medicine-Lab-23dc6f799a3381c5ba86fbc5e2051f65",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Persistent Systems","https://www.notion.so/Persistent-Systems-23dc6f799a33812ab731f12a47839f7c",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"Wayve","https://www.notion.so/Wayve-23dc6f799a3381f19e1cff4989b34112",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"3DentAI","https://www.notion.so/3DentAI-23dc6f799a3381e0af85d21b4e1ce784",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"AI for Ecommerce Non-Profit Society","https://www.notion.so/AI-for-Ecommerce-Non-Profit-Society-23dc6f799a3381e0a48dea0cb432a376",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Genesis AI Corp","https://www.notion.so/Genesis-AI-Corp-23dc6f799a3381599e94f79403c7f31e",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Meton.ai (UnlockLand parent company)","https://www.notion.so/Meton-ai-UnlockLand-parent-company-23dc6f799a3381c6982ac311a194070d",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"ClearSpark AI","https://www.notion.so/ClearSpark-AI-23dc6f799a3381da91c9c89f305b9859",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"BetterTable","https://www.notion.so/BetterTable-236c6f799a338197bad4d67850271c06",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"SenseNet","https://www.notion.so/SenseNet-236c6f799a33819588cdcd49fcb892c3",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"ThinkLabs AI","https://www.notion.so/ThinkLabs-AI-236c6f799a3381b08c0cfb94e425d88a",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Jetson","https://www.notion.so/Jetson-236c6f799a3381f1b28cdc1cf9487e0d",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Kensington Capital Partners","https://www.notion.so/Kensington-Capital-Partners-236c6f799a33815298fdedce1ecaa227",1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,67
"Meta Vancouver","https://www.notion.so/Meta-Vancouver-1f7c6f799a338150aa24cadf9a13db14",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"221A Node Library","https://www.notion.so/221A-Node-Library-1f0c6f799a3381f18537f88511a6dccd",1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,67
"UBC Master of Data Science (MDS)","https://www.notion.so/UBC-Master-of-Data-Science-MDS-1f0c6f799a33819bba06c229403fb1a4",1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,67
"AltaML (Vancouver)","https://www.notion.so/AltaML-Vancouver-1f0c6f799a338117805dd816bdc7150d",1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,67
"Frontier Collective","https://www.notion.so/Frontier-Collective-1f0c6f799a33812f84b5dc405db01701",1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,67
"VR/AR Association – Vancouver Chapter","https://www.notion.so/VR-AR-Association-Vancouver-Chapter-1f0c6f799a33816b8efdcb8624e70fdd",1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,67
"MetaVRse","https://www.notion.so/MetaVRse-240c6f799a3381e98195d7fcbe4a68c7",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Corvus Energy","https://www.notion.so/Corvus-Energy-240c6f799a338117944bf16f17371048",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Bench Accounting","https://www.notion.so/Bench-Accounting-240c6f799a33810db29bef9ffb9b1448",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Unbounce","https://www.notion.so/Unbounce-240c6f799a3381509b32ff02f59cf619",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Properly","https://www.notion.so/Properly-240c6f799a338166ba45d1a733b3a2c5",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Rentberry","https://www.notion.so/Rentberry-240c6f799a33814db89fc5e0a63eb9ed",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Copperleaf Technologies","https://www.notion.so/Copperleaf-Technologies-240c6f799a33812a811fe3bfd542011c",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Symend","https://www.notion.so/Symend-240c6f799a33818b9b11d5f5da660793",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Clarius Mobile Health","https://www.notion.so/Clarius-Mobile-Health-240c6f799a338183be06ec5e56fab949",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Ballard Power Systems","https://www.notion.so/Ballard-Power-Systems-240c6f799a33810a85a5eb43eb957c8f",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Nymi","https://www.notion.so/Nymi-240c6f799a338103b406d9bd5d24ce18",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Xenon Pharmaceuticals","https://www.notion.so/Xenon-Pharmaceuticals-240c6f799a3381f0a30df62d25bcc9be",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Acuitas Therapeutics","https://www.notion.so/Acuitas-Therapeutics-240c6f799a3381efbe0de832f6cc8fa5",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Later","https://www.notion.so/Later-240c6f799a3381038167da533663fef3",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Article","https://www.notion.so/Article-240c6f799a33819e830ef212cabba53a",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,73
"Procurify","https://www.notion.so/Procurify-240c6f799a3381e4b5e4d3e039632bec",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,73
"Trulioo","https://www.notion.so/Trulioo-240c6f799a3381419a97edc6de36d550",1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,73
"AI Community Conference - Vancouver","https://www.notion.so/AI-Community-Conference-Vancouver-23fc6f799a3381b1acfef0c48073ddf1",1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,73
"Kardium","https://www.notion.so/Kardium-23fc6f799a33813183d7ecc0684531fd",1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,73
"Athennian","https://www.notion.so/Athennian-23fc6f799a3381ec9b00e5350a21065d",1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,73
"Clio","https://www.notion.so/Clio-23fc6f799a33818f81c1daa1fa1a2a5c",1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,73
"Investment Agriculture Foundation of BC","https://www.notion.so/Investment-Agriculture-Foundation-of-BC-23fc6f799a338118a3dbc64044ece7c9",1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,73
"West Vancouver Schools Cybersecurity AI Program","https://www.notion.so/West-Vancouver-Schools-Cybersecurity-AI-Program-23fc6f799a3381149186cd143a7d0bab",1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,73
"Nirvanic Consciousness Technologies","https://www.notion.so/Nirvanic-Consciousness-Technologies-23fc6f799a338186a592f00d7e53f283",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,73
"Audette.io","https://www.notion.so/Audette-io-23fc6f799a3381f7ab73c96bd35cde2e",1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,73
"Defang Software Labs","https://www.notion.so/Defang-Software-Labs-23fc6f799a3381868f0ee8b02eef3dc0",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,73
"Indiegraf","https://www.notion.so/Indiegraf-23fc6f799a33817fb1a1cf03fb8261ed",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,73
"MATT3R","https://www.notion.so/MATT3R-23fc6f799a33819fa7d4d3ba547c55dc",1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,73
"MashUp Machine","https://www.notion.so/MashUp-Machine-23dc6f799a33814c8345fef4b40a6697",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Talentful.ai","https://www.notion.so/Talentful-ai-23dc6f799a338164a83cf0bc2d8071c7",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"bots4impact","https://www.notion.so/bots4impact-23dc6f799a338145aec1ecc7c1545fec",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Juicey Turf","https://www.notion.so/Juicey-Turf-23dc6f799a338149ba02df39efae8ca8",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Livnao Technologies","https://www.notion.so/Livnao-Technologies-23dc6f799a338112bed0cea9251776cf",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"ARoster.com","https://www.notion.so/ARoster-com-23dc6f799a33814aa50fcc9e3d903770",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Flento app (by Acrostrong)","https://www.notion.so/Flento-app-by-Acrostrong-23dc6f799a3381fab173f06fc8eb85db",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"SquareKnot Analytics","https://www.notion.so/SquareKnot-Analytics-23dc6f799a338118bbbcc4c6845dd68f",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"CamDo Solutions Inc.","https://www.notion.so/CamDo-Solutions-Inc-23dc6f799a3381acb2aee2ae16e533f7",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Safety CLI Cybersecurity","https://www.notion.so/Safety-CLI-Cybersecurity-23dc6f799a338142a860f4edc5058562",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"AI Home Optimizer","https://www.notion.so/AI-Home-Optimizer-23dc6f799a3381b78f07fb4132cff563",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Adopto","https://www.notion.so/Adopto-23dc6f799a33814d8e9fded8704cfdba",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Swipe Right App","https://www.notion.so/Swipe-Right-App-23dc6f799a3381e59701ed735281d85a",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Ringable AI","https://www.notion.so/Ringable-AI-23dc6f799a338116ba98e112febed2b5",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Prompt Genie","https://www.notion.so/Prompt-Genie-23dc6f799a338176ab6efaa7b6117bab",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"LōD Technologies Inc.","https://www.notion.so/L-D-Technologies-Inc-23dc6f799a3381dc8137c5cefae032c8",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"EPIC Semiconductors","https://www.notion.so/EPIC-Semiconductors-23dc6f799a338181b9d9cba6685bb81d",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Thynkli","https://www.notion.so/Thynkli-23dc6f799a338115b11ecf09506ea76e",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"FansNetwork","https://www.notion.so/FansNetwork-23dc6f799a3381c8aeebdd68a7b8cead",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Blackout Media","https://www.notion.so/Blackout-Media-23dc6f799a33814dbcfec9226472778c",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"1SecondPainting","https://www.notion.so/1SecondPainting-23dc6f799a33810fa61fd813454afa7b",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Flashee","https://www.notion.so/Flashee-23dc6f799a3381c4b67bc1db4ba889d3",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Caseway","https://www.notion.so/Caseway-23dc6f799a338155a137e76ee0bdcf89",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"VRFY Inc.","https://www.notion.so/VRFY-Inc-23dc6f799a338148b08cec1001d1a0ab",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"wewell ecosystem","https://www.notion.so/wewell-ecosystem-23dc6f799a338137a8fad3cc786002f4",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"CodeMaker AI Inc.","https://www.notion.so/CodeMaker-AI-Inc-23dc6f799a33817e8791ca6b2c990bcc",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Automate.","https://www.notion.so/Automate-23dc6f799a33810b8ae4eb150b5391de",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"OneTask","https://www.notion.so/OneTask-REDACTED-PLACEHOLDER",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Swae","https://www.notion.so/Swae-23dc6f799a3381b2a73ede88592542bb",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Topicflow","https://www.notion.so/Topicflow-23dc6f799a3381dba5b5fe657cf24a7e",1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,73
"Binta Financial","https://www.notion.so/Binta-Financial-23dc6f799a3381dfa80bef732d3252ae",1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,73
"SparkGeo","https://www.notion.so/SparkGeo-23dc6f799a338109b2f7fc7550113a58",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Noratek Solutions","https://www.notion.so/Noratek-Solutions-23dc6f799a3381c7bd3fd41c5e477c8a",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,73
"OnDeck Fisheries","https://www.notion.so/OnDeck-Fisheries-23dc6f799a338174aae7fe9f78dc3b68",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Machine Learning Group - SFU","https://www.notion.so/Machine-Learning-Group-SFU-23dc6f799a3381b388aadf00b3f55dc0",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Trustworthy AI Lab - SFU","https://www.notion.so/Trustworthy-AI-Lab-SFU-23dc6f799a3381728f00f4ac9b83fcb7",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"PLAI (Pacific Laboratory for Artificial Intelligence) - UBC","https://www.notion.so/PLAI-Pacific-Laboratory-for-Artificial-Intelligence-UBC-23dc6f799a3381d2ad04d2f534f8b905",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Penny AI","https://www.notion.so/Penny-AI-23dc6f799a3381499c1ae0d819986dc7",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Fobi AI","https://www.notion.so/Fobi-AI-236c6f799a3381fd8838c21c1926cfc5",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Axiom Zen","https://www.notion.so/Axiom-Zen-236c6f799a338112a451ee0f4b3548bb",1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,73
"Softmax Data Inc.","https://www.notion.so/Softmax-Data-Inc-236c6f799a3381309b64f99f00788053",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"ASC Creative Ltd.","https://www.notion.so/ASC-Creative-Ltd-236c6f799a338157818ec892b8d2b40e",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,73
"Altitude Business Intelligence","https://www.notion.so/Altitude-Business-Intelligence-236c6f799a338117947de3633d8ab08a",1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,73
"Amplitude Ventures","https://www.notion.so/Amplitude-Ventures-236c6f799a33812c8ddaf2a2c8da0035",1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,73
