Name,URL,Website,LinkedIn,Email,Phone,City/Region,BC Region,Category,AI Focus Areas,Year Founded,Size,Short Blurb,Key People,Latitude,Longitude,Logo,PercentComplete
"Pocketed","https://www.notion.so/Pocketed-240c6f799a33812d855efcdc6b8fd2a7",0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,40
"Kater Technologies","https://www.notion.so/Kater-Technologies-240c6f799a3381c49318dceb67b2e8eb",0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,40
"Westport Fuel Systems Inc.","https://www.notion.so/Westport-Fuel-Systems-Inc-240c6f799a338131b5d9d295a807569a",0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,40
"Moment Energy","https://www.notion.so/Moment-Energy-240c6f799a3381abbf6dc52d754a254d",0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,40
"Lendesk Technologies","https://www.notion.so/Lendesk-Technologies-240c6f799a3381168597f5daba437243",0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,40
"Narval Energy Inc.","https://www.notion.so/Narval-Energy-Inc-240c6f799a3381d4bf20cc38b1b3f705",0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,40
"Ocean AID","https://www.notion.so/Ocean-AID-240c6f799a33813fb059dd0b4fb7ad2e",0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,40
"Toonie","https://www.notion.so/Toonie-23fc6f799a3381f09a80df0e820af991",1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,40
"BC Cleantech CEO Alliance","https://www.notion.so/BC-Cleantech-CEO-Alliance-23fc6f799a33814d9beccb8dd4e28789",0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,40
"Pano AI BC Operations","https://www.notion.so/Pano-AI-BC-Operations-23fc6f799a338125b009ff24fe1152a4",0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,40
"BC Manufacturing Skills Initiative","https://www.notion.so/BC-Manufacturing-Skills-Initiative-23fc6f799a33810d940fd96d005343b0",0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,40
"Simform","https://www.notion.so/Simform-23fc6f799a338187b774d56056ed01a6",1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,40
"Mobcoder","https://www.notion.so/Mobcoder-23fc6f799a3381f1b25bc6c89fa72a2e",1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,40
"CAIDA ","https://www.notion.so/CAIDA-244c6f799a33818e8efeef6b9b21530d",1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,47
"Workday Vancouver","https://www.notion.so/Workday-Vancouver-244c6f799a33816e8559c3e3801b98cd",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,47
"Apple Vancouver","https://www.notion.so/Apple-Vancouver-244c6f799a3381029f0fe1130347de60",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,47
"Amazon Vancouver","https://www.notion.so/Amazon-Vancouver-244c6f799a338189af82e126ee42a389",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,47
"WellHealth Technologies","https://www.notion.so/WellHealth-Technologies-244c6f799a33814184f7f1c53e0c93b2",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,47
"Rewind","https://www.notion.so/Rewind-244c6f799a3381579fbbf66bc0e0ed00",1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,47
"SkyAcres Agrotechnologies","https://www.notion.so/SkyAcres-Agrotechnologies-240c6f799a3381a6ba44c2eecd65105d",0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,47
"Roomvu","https://www.notion.so/Roomvu-240c6f799a3381f8a233e058f123e090",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"Phaidra","https://www.notion.so/Phaidra-240c6f799a33812192e4d72a2527ab5e",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"ZenHub","https://www.notion.so/ZenHub-240c6f799a33813e810af19fccb08754",0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,47
"AgriSense AI","https://www.notion.so/AgriSense-AI-240c6f799a338179b664d704cc4233b9",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"Forest AI Systems","https://www.notion.so/Forest-AI-Systems-240c6f799a3381b4bd74f9abc62860cb",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"Voltaiq Energy AI","https://www.notion.so/Voltaiq-Energy-AI-240c6f799a3381609418cff10e3c999e",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"CRH Medical","https://www.notion.so/CRH-Medical-240c6f799a33810ab098d331992876f3",1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,47
"DigiBC Creative Technology Association","https://www.notion.so/DigiBC-Creative-Technology-Association-23fc6f799a3381538746ee1da8fadb29",0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,47
"Boast AI","https://www.notion.so/Boast-AI-23fc6f799a33818aa6c0c5fe10727e6d",1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,47
"BC Tech Hypergrowth Program","https://www.notion.so/BC-Tech-Hypergrowth-Program-23fc6f799a3381f492c2ec65c0e08d42",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"UVic Coast Capital Innovation Centre","https://www.notion.so/UVic-Coast-Capital-Innovation-Centre-23fc6f799a33810ba152dc2b3d527836",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"Adiabatic Quantum Computing Conference 2025","https://www.notion.so/Adiabatic-Quantum-Computing-Conference-2025-23fc6f799a3381ac9b55dfb79ba2c19e",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"CareConnect","https://www.notion.so/CareConnect-23fc6f799a3381128c19dc29c0fa82cd",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"Rally Legal","https://www.notion.so/Rally-Legal-23fc6f799a3381589322c541c2875958",0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,47
"Vancouver PropTech Ecosystem","https://www.notion.so/Vancouver-PropTech-Ecosystem-23fc6f799a3381dab817f60850be7439",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"ConstructAI","https://www.notion.so/ConstructAI-23fc6f799a338178a264cf1080d7a214",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"Neptune Terminals AI Operations","https://www.notion.so/Neptune-Terminals-AI-Operations-23fc6f799a33811481cbfb32f74070f6",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"BC Hydro Clean Power Action Plan","https://www.notion.so/BC-Hydro-Clean-Power-Action-Plan-23fc6f799a33810f8e31e291376efa32",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"UBC Artificial Intelligence Research Centre","https://www.notion.so/UBC-Artificial-Intelligence-Research-Centre-1f0c6f799a338153becdd9326b96ce91",1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,47
"Open Source: BCLawData","https://www.notion.so/Open-Source-BCLawData-1f0c6f799a3381c89e1bf62c130b6294",1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,47
"Immersio Learning Inc.","https://www.notion.so/Immersio-Learning-Inc-245c6f799a3381368acef627cd070cfd",1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,53
"Get Fresh Ventures","https://www.notion.so/Get-Fresh-Ventures-245c6f799a3381b392eede50c59bceed",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,53
"Circles of AI","https://www.notion.so/Circles-of-AI-245c6f799a338178bff1f281f582479b",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,53
"8. Quantum Algorithms Institute","https://www.notion.so/8-Quantum-Algorithms-Institute-244c6f799a3381cb9919ec4b2f5c5ecd",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,53
"Digital Technology Supercluster","https://www.notion.so/Digital-Technology-Supercluster-244c6f799a3381aabeefd0dbe931d7b6",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,53
"UBC Emerging Media Lab","https://www.notion.so/UBC-Emerging-Media-Lab-244c6f799a338158ae90d0bc80bd1019",1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,53
"Artemis AI","https://www.notion.so/Artemis-AI-240c6f799a3381d1863fdb1e93708b2d",1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,53
"IAMGOLD Innovation","https://www.notion.so/IAMGOLD-Innovation-240c6f799a338165a23ac3f876a5eabf",1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,53
"Reebee","https://www.notion.so/Reebee-240c6f799a33814b9233fbb143d64dc2",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Loop Energy","https://www.notion.so/Loop-Energy-240c6f799a3381aebd2cfa145e84bf0e",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Sendwithus","https://www.notion.so/Sendwithus-240c6f799a33815ab4e0f1ee3486b78e",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Kiind","https://www.notion.so/Kiind-240c6f799a338115a5e3eb4165862ca4",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"SFU Metacreation Lab for Creative AI","https://www.notion.so/SFU-Metacreation-Lab-for-Creative-AI-23fc6f799a33812a8213de318d6dfb1a",1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,53
"Circle Innovation ","https://www.notion.so/Circle-Innovation-23fc6f799a3381d6aafcf1e7f3d18b2c",1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,53
"Microsoft VCH AI Partnership","https://www.notion.so/Microsoft-VCH-AI-Partnership-23fc6f799a33819f96ace9784041a029",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BCIT Applied Research Centre for Sustainability Energy and Resource Innovations","https://www.notion.so/BCIT-Applied-Research-Centre-for-Sustainability-Energy-and-Resource-Innovations-23fc6f799a3381b5ad09c285d08d695c",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Unity Muse Vancouver Community","https://www.notion.so/Unity-Muse-Vancouver-Community-23fc6f799a3381d78723efbf5829fe6b",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"External Development Summit Vancouver","https://www.notion.so/External-Development-Summit-Vancouver-23fc6f799a3381aaa1cfd69182e824b9",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Forest Innovation and Bioeconomy Manufacturing Program","https://www.notion.so/BC-Forest-Innovation-and-Bioeconomy-Manufacturing-Program-23fc6f799a338111a043df271f8e95a0",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"CFS Mass Timber Innovation and Research Lab","https://www.notion.so/CFS-Mass-Timber-Innovation-and-Research-Lab-23fc6f799a33817f9b57caa969f4554f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"MiningTech North America Conference","https://www.notion.so/MiningTech-North-America-Conference-23fc6f799a3381bda9f6eabdb1a08712",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Southern Cross Gold BC","https://www.notion.so/Southern-Cross-Gold-BC-23fc6f799a33812c96c2fbea33cb386a",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Farmonaut BC","https://www.notion.so/Farmonaut-BC-23fc6f799a338198bad8dabc55067107",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Industry Partners AI Consortium","https://www.notion.so/BC-Industry-Partners-AI-Consortium-23fc6f799a33810486a0d0e1957e632c",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Vancouver PropTech Hub","https://www.notion.so/Vancouver-PropTech-Hub-23fc6f799a3381f584f1f3f6008f3c8e",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Fraser Surrey Docks","https://www.notion.so/Fraser-Surrey-Docks-23fc6f799a33811c90eafa87642b56ca",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"VFPA Terminal 2 Project","https://www.notion.so/VFPA-Terminal-2-Project-23fc6f799a3381bb92fde9408c52e19c",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Deltaport Container Terminal","https://www.notion.so/Deltaport-Container-Terminal-23fc6f799a338125a0e7f7c920e4b8e8",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Neptune Terminals","https://www.notion.so/Neptune-Terminals-23fc6f799a3381bf9525c79e16ff3a40",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"TIABC AI Workshop Initiative","https://www.notion.so/TIABC-AI-Workshop-Initiative-23fc6f799a338171b9e3d5790556b24f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Site C Hydroelectric Project AI Division","https://www.notion.so/Site-C-Hydroelectric-Project-AI-Division-23fc6f799a33817eb1c3f51e7c86c7ca",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Hydro Electrification Initiative","https://www.notion.so/BC-Hydro-Electrification-Initiative-23fc6f799a3381e5b4e9f62e69011c60",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BCIT Xanadu Quantum Computing Program","https://www.notion.so/BCIT-Xanadu-Quantum-Computing-Program-23fc6f799a3381f0b59fff4000a394e5",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Vancouver International Privacy Security Summit","https://www.notion.so/Vancouver-International-Privacy-Security-Summit-23fc6f799a3381eaa951fa3fb05d806f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"CICE AI Program","https://www.notion.so/CICE-AI-Program-23fc6f799a3381d488d4f40dd6e5157f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"SFU Artificial Intelligence Research Group","https://www.notion.so/SFU-Artificial-Intelligence-Research-Group-23fc6f799a33812dbe34f3974cee4ab8",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"DevFest YVR / AI Summit Vancouver","https://www.notion.so/DevFest-YVR-AI-Summit-Vancouver-23fc6f799a338138bbc5e89ce17ed21c",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Thompson Rivers University Computer Science","https://www.notion.so/Thompson-Rivers-University-Computer-Science-23fc6f799a3381269330f12d98fbfc33",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"University of Victoria AI and Machine Learning Lab","https://www.notion.so/University-of-Victoria-AI-and-Machine-Learning-Lab-23fc6f799a338180b520d7d06882bfcc",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"InBC Life Sciences Fund","https://www.notion.so/InBC-Life-Sciences-Fund-23fc6f799a3381cbba45fff149c337c7",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Digital Technology Supercluster Healthtech Initiative","https://www.notion.so/Digital-Technology-Supercluster-Healthtech-Initiative-23fc6f799a3381c0816ed93782f79461",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Microsoft Vancouver Coastal Health Partnership","https://www.notion.so/Microsoft-Vancouver-Coastal-Health-Partnership-23fc6f799a33811bab60d14ce505d900",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC AI in Education Initiative","https://www.notion.so/BC-AI-in-Education-Initiative-23fc6f799a3381b0acdeee67f82cd45a",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Tutor Lily Inc","https://www.notion.so/Tutor-Lily-Inc-23fc6f799a338148a2c0dfbd2d59dc5c",1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"UBC Biomedical Research Facility","https://www.notion.so/UBC-Biomedical-Research-Facility-23fc6f799a33816d8b8bccb2de125782",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"B.C. Centre for Innovation and Clean Energy (CICE)","https://www.notion.so/B-C-Centre-for-Innovation-and-Clean-Energy-CICE-23fc6f799a3381928f87ca7b4e44245c",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"3D AI Studio Vancouver","https://www.notion.so/3D-AI-Studio-Vancouver-23fc6f799a3381808bb2f24d31f306ad",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Radical Entertainment","https://www.notion.so/Radical-Entertainment-23fc6f799a338189899edb8ddbe0a7e7",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"BC Ocean and Marine Industry Association","https://www.notion.so/BC-Ocean-and-Marine-Industry-Association-23fc6f799a33810580c3c16bbe504b77",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Ocean Networks Canada AI Lab","https://www.notion.so/Ocean-Networks-Canada-AI-Lab-23fc6f799a3381759d32f25c9d28bcdc",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Kamloops Exploration Group","https://www.notion.so/Kamloops-Exploration-Group-23fc6f799a338143b3b9e60509578494",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"BC Agritech Training Initiative","https://www.notion.so/BC-Agritech-Training-Initiative-23fc6f799a3381b8a8bec89cb321113a",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Semios","https://www.notion.so/Semios-23fc6f799a33814e8017dc7032e0a223",0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,53
"BC Skills Training AI Initiative","https://www.notion.so/BC-Skills-Training-AI-Initiative-23fc6f799a3381f3847aeacf249abde2",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Construction Technology Initiative","https://www.notion.so/BC-Construction-Technology-Initiative-23fc6f799a338128acc9f9a5f682700d",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Site C Hydroelectric AI Integration","https://www.notion.so/Site-C-Hydroelectric-AI-Integration-23fc6f799a338168a8d3e3ab12e3bfd7",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Coast Capital Savings Innovation Centre","https://www.notion.so/Coast-Capital-Savings-Innovation-Centre-23fc6f799a3381fea266e15731bf1915",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Unblocked","https://www.notion.so/Unblocked-23fc6f799a338106a9bae2a72d3ad82f",1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,53
"Canexia Health (Imagia Canexia Health)","https://www.notion.so/Canexia-Health-Imagia-Canexia-Health-23fc6f799a338131b80ce9c8e945e5b1",1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,53
"Gaze AI","https://www.notion.so/Gaze-AI-23fc6f799a3381a08292f5bfad343bfd",0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,53
"Bridge2AI","https://www.notion.so/Bridge2AI-23dc6f799a3381e6a90de7db0c0a3874",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Brainix","https://www.notion.so/Brainix-23dc6f799a33817ba509ebd8e18b3837",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"boilerroom.ai","https://www.notion.so/boilerroom-ai-23dc6f799a33812e8beaef99c88d2ae5",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Bizzer AI","https://www.notion.so/Bizzer-AI-23dc6f799a33815d99bbfd82c0625bad",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Amass AI","https://www.notion.so/Amass-AI-23dc6f799a3381ecbd1ccf8c4ae8f48a",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"AIMA Inc","https://www.notion.so/AIMA-Inc-23dc6f799a338120be84d8574c230327",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"AI Stock Watch","https://www.notion.so/AI-Stock-Watch-23dc6f799a3381938fffc7a57412c607",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Deloitte Omnia AI","https://www.notion.so/Deloitte-Omnia-AI-1f1c6f799a3381aaad1bf8d94c3ff80a",0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,53
"Vancouver Angel Network (VANTEC)","https://www.notion.so/Vancouver-Angel-Network-VANTEC-1f1c6f799a3381e1a426c859bc1e856b",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Finn.ai","https://www.notion.so/Finn-ai-1f1c6f799a3381fd9a9dffd755e9c5dc",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Pieoneers","https://www.notion.so/Pieoneers-1f1c6f799a338109b57fef1a32ba627e",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Inoxoft","https://www.notion.so/Inoxoft-1f1c6f799a3381feb3a6d225759c9a4b",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Dooly.ai","https://www.notion.so/Dooly-ai-1f1c6f799a33817caad0f1f298dc2dd2",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Victoria Data Society","https://www.notion.so/Victoria-Data-Society-1f0c6f799a3381e08acdd38e02381120",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Boreal Innovation Lab","https://www.notion.so/Boreal-Innovation-Lab-1f0c6f799a338195a829e7f36a33b783",1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,53
"Media: BetaKit","https://www.notion.so/Media-BetaKit-1f0c6f799a33815f8867d9d0dd3f9e57",1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,53
"Vancouver Robotics Club (VRC)","https://www.notion.so/Vancouver-Robotics-Club-VRC-1f0c6f799a338104a652fbd0214ff157",1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,53
"Web 3.0 Vancouver","https://www.notion.so/Web-3-0-Vancouver-1f0c6f799a3381ec8478f475659d3141",1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,53
"YVR Crypto Network","https://www.notion.so/YVR-Crypto-Network-1f0c6f799a3381c28546f9563605e1e8",1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,53
"Ethereum Vancouver (EthVan)","https://www.notion.so/Ethereum-Vancouver-EthVan-1f0c6f799a3381e485f2ca1c7fbb3903",1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,53
"GenAI & LLMs Developers","https://www.notion.so/GenAI-LLMs-Developers-1f0c6f799a3381c2b930ec1cd19e8bf4",1,0,0,1,1,1,1,0,0,0,1,0,1,1,0,53
"BBTV Holdings","https://www.notion.so/BBTV-Holdings-240c6f799a3381d49f4ad3d6be9635b9",1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,60
"Enterra Feed","https://www.notion.so/Enterra-Feed-240c6f799a3381df8269c0d2dbd6bd85",1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,60
"Careteam Technologies","https://www.notion.so/Careteam-Technologies-240c6f799a3381e5aaadf23c3cd7d053",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Phoenix Labs","https://www.notion.so/Phoenix-Labs-240c6f799a33813092b3de589fea8287",1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,60
"Routific","https://www.notion.so/Routific-240c6f799a3381e89fd0f9e2c738c2e6",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Showbie","https://www.notion.so/Showbie-240c6f799a338127894ccf822cde3764",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"LlamaZOO","https://www.notion.so/LlamaZOO-240c6f799a338101a70cde9c3f1c87a8",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"AlayaCare","https://www.notion.so/AlayaCare-240c6f799a3381438fcbd0fa3a62bc52",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Canvass Analytics","https://www.notion.so/Canvass-Analytics-240c6f799a3381f7bad6ee532f9be345",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Wysdom.AI","https://www.notion.so/Wysdom-AI-240c6f799a3381ca982ee5b804915194",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Carbon Engineering","https://www.notion.so/Carbon-Engineering-240c6f799a33810b9af6ee4286908701",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Coinsquare","https://www.notion.so/Coinsquare-240c6f799a3381f4be97d45c4ff47375",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Kabam","https://www.notion.so/Kabam-240c6f799a3381bc91decd5baef49401",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Cohere Health Vancouver","https://www.notion.so/Cohere-Health-Vancouver-240c6f799a33811bbdf0c46ae8a64687",1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,60
"Svante","https://www.notion.so/Svante-240c6f799a3381c7b421e926d3054742",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Saltworks Technologies","https://www.notion.so/Saltworks-Technologies-240c6f799a33818fa249faf56a2e5a09",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Cmd","https://www.notion.so/Cmd-240c6f799a338127b1f3da85914771d6",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Rigid Robotics","https://www.notion.so/Rigid-Robotics-240c6f799a3381828bc9f503f5381116",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,60
"Edvisor.io","https://www.notion.so/Edvisor-io-23fc6f799a3381778fb1fbfa25cbea69",1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,60
"MindfulGarden","https://www.notion.so/MindfulGarden-23fc6f799a3381929e0def8175c956a9",1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,60
"Big Whale Labs","https://www.notion.so/Big-Whale-Labs-23fc6f799a33819a8f42c66d712bf14b",1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,60
"BC AI Gaming Innovation Fund","https://www.notion.so/BC-AI-Gaming-Innovation-Fund-23fc6f799a33814c9abedd34607880ce",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Vancouver Game Development AI Collective","https://www.notion.so/Vancouver-Game-Development-AI-Collective-23fc6f799a33819e8b3fd47a49dbbfd0",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Unity Muse Vancouver Users","https://www.notion.so/Unity-Muse-Vancouver-Users-23fc6f799a3381299bf2f50c3fdadaed",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Keywords Studios Vancouver","https://www.notion.so/Keywords-Studios-Vancouver-23fc6f799a3381788a85c2dba6b35b10",1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,60
"External Development Summit (XDS)","https://www.notion.so/External-Development-Summit-XDS-23fc6f799a3381739383eaf346b45cd7",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Law Society of BC AI Ethics Initiative","https://www.notion.so/Law-Society-of-BC-AI-Ethics-Initiative-23fc6f799a3381f18ce8f669be4346de",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"BC Securities Commission RegTech Sandbox","https://www.notion.so/BC-Securities-Commission-RegTech-Sandbox-23fc6f799a3381edbc87ce76c95fd03b",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Prince George AI Fire Detection Network","https://www.notion.so/Prince-George-AI-Fire-Detection-Network-23fc6f799a338114971bc7c3b76341ba",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Forest Innovation and Bioeconomy Program","https://www.notion.so/Forest-Innovation-and-Bioeconomy-Program-23fc6f799a33815e8e98f88e3e526304",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Canadian Forest Service Mass Timber Lab","https://www.notion.so/Canadian-Forest-Service-Mass-Timber-Lab-23fc6f799a338105b4ffde202f58cb7a",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"qathet Regional District AI Fire System","https://www.notion.so/qathet-Regional-District-AI-Fire-System-23fc6f799a3381cd95b5e4424e1a4c4c",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"Blue Economy Innovation Hub","https://www.notion.so/Blue-Economy-Innovation-Hub-23fc6f799a33819bbe47cfbd077585dc",0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,60
"BC On-Farm Technology Adoption Program","https://www.notion.so/BC-On-Farm-Technology-Adoption-Program-23fc6f799a33816ca039ff4cfaea5143",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,60
"DP World Canada","https://www.notion.so/DP-World-Canada-23fc6f799a338176bc16dad5b67b0e95",0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,60
